host,text_detail,scientific_name,type
all lawn grasses,"UC IPM Home HOME SEARCH ON THIS SITE What is IPM? Home & landscape pests Agricultural pests Natural environment pests Exotic & invasive pests Weed gallery Natural enemies gallery Weather, models & degree-days Pesticide information Research Publications Events & training Links Glossary About us Contact us Home & Garden > Lawn Guide > Manage Pests > Diseases > Fairy Ring Printer-friendly version How to Manage Pests The UC Guide to Healthy Lawns | Index to contents | Acknowledgments | Related UC publications | References | Fairy ring — Agrocybe spp., Marasmius oreades, Lepiota spp. Photo by Ali Harivandi Click on images to enlarge. Hosts All turfgrass species Symptoms Fairy ring symptoms vary depending on the species of fungus. A dark green band of turf may develop in a circle or semi-circle, or a ring of brown, dying grass may occur. Mushrooms may or may not be present. White, fungal mycelia may be observed under the thatch layer. Conditions favoring disease Soils with a thick thatch layer or undecomposed organic matter favor disease development. Lawns with low fertility or insufficient water tend to have more damage than lawns with adequate fertilizer and water. Prevention and management Apply adequate nitrogen to mask symptoms and increase activity of beneficial soil organisms. To improve water penetration, aerate and water heavily in holes for several days. Dethatch the lawn if the thatch layer is more than 1/2 inch (1.2 cm) thick. Rake mushrooms to improve the appearance of the turf. Dig out the turf and root zone that contains a white, cottony mass to a depth of 12 inches (30 cm) and 2 ft (60 cm) beyond the outer edge of the ring. Refill the area with clean soil and reseed or re-sod. Fungicides are available but they have not been observed to reliably control fairy ring. For more information on mushrooms in lawns, refer to: Pest Notes: Mushrooms and Other Nuisance Fungi in Lawns Statewide IPM Program, Agriculture and Natural Resources, University of California All contents copyright © 2017 The Regents of the University of California. All rights reserved. For noncommercial purposes only, any Web site may link directly to this page. FOR ALL OTHER USES or more information, read Legal Notices . Unfortunately, we cannot provide individual solutions to specific pest problems. See our Home page , or in the U.S., contact your local Cooperative Extension office for assistance. Acknowledgements Staff-only pages Subscribe (RSS) Contact UC IPM Agriculture and Natural Resources, University of California © 2017 Regents of the University of California Division of Agriculture and Natural Resources Nondiscrimination Statement Accessibility Contact webmaster .",various,Fungus
all lawn grasses,"UC IPM Home HOME SEARCH ON THIS SITE What is IPM? Home & landscape pests Agricultural pests Natural environment pests Exotic & invasive pests Weed gallery Natural enemies gallery Weather, models & degree-days Pesticide information Research Publications Events & training Links Glossary About us Contact us Home & Garden > Lawn Guide > Manage Pests > Diseases > Nuisance fungi Printer-friendly version How to Manage Pests The UC Guide to Healthy Lawns | Index to contents | Acknowledgments | Related UC publications | References | Nuisance fungi Photo by R. Michael Davis Photo by R. Michael Davis Photo by R. Michael Davis Click on images to enlarge. Hosts All turfgrass species Symptoms Various types of mushrooms or other reproductive structures can appear in the lawn. Most do not damage grass but can be an indicator of overirrigation or excess thatch. Fairy ring mushrooms are associated with damage to turfgrass. Mushrooms in new sod: Mushrooms, such as Panaeolus foenisecii, often appear in sod soon after it is laid. Their growth is stimulated by the light frequent watering new lawns require. They will disappear when irrigation frequency is reduced. Dog vomit fungus and other slime molds: Slime molds form a gooey mass that may look like vomit on the lawn surface. Inky caps: The caps of these mushrooms decompose into dark liquid resembling ink. Stinkhorns: Stinkhorns resemble a giant finger. The tip of the stalk is covered with spores in a smelly, gooey slime that attracts flies and other insects. Puffballs: Puffballs are usually an inch or less in size and creamy white when young. When mature, the puffball releases thousands of dark-colored spores. Bird’s nests: Bird’s nest fungi produce fruiting bodies that resemble tiny nests with eggs. These egg-like structures contain spores. Conditions favoring disease Mushrooms found in lawns often develop from buried scraps of wood, dead tree roots, or other organic matter. Fungi generally survive in the soil for years and produce mushrooms or other fruiting structures only when conditions are favorable, such as after periods of prolonged wet weather. Overirrigation and poor soil drainage can also contribute to the development of mushrooms. Prevention and management Nuisance fungi are mostly beneficial because they decompose organic matter in the soil, making nutrients available to other plants. The mushrooms they produce are generally harmless to grasses but are unsightly and often poisonous. Remove mushrooms growing from buried wood or roots by picking them as they appear. Remove excess thatch and aerate the soil to improve water penetration. Follow recommended fertilizer and irrigation rates for your turf species. For more information on mushrooms in lawns, refer to: Pest Notes: Mushrooms and Other Nuisance Fungi in Lawns Statewide IPM Program, Agriculture and Natural Resources, University of California All contents copyright © 2017 The Regents of the University of California. All rights reserved. For noncommercial purposes only, any Web site may link directly to this page. FOR ALL OTHER USES or more information, read Legal Notices . Unfortunately, we cannot provide individual solutions to specific pest problems. See our Home page , or in the U.S., contact your local Cooperative Extension office for assistance. Acknowledgements Staff-only pages Subscribe (RSS) Contact UC IPM Agriculture and Natural Resources, University of California © 2017 Regents of the University of California Division of Agriculture and Natural Resources Nondiscrimination Statement Accessibility Contact webmaster .",various,Fungus
all lawn grasses,"UC IPM Home HOME SEARCH ON THIS SITE What is IPM? Home & landscape pests Agricultural pests Natural environment pests Exotic & invasive pests Weed gallery Natural enemies gallery Weather, models & degree-days Pesticide information Research Publications Events & training Links Glossary About us Contact us Home & Garden > Lawn Guide > Manage Pests > Diseases > Pythium blight (Grease spot). Printer-friendly version How to Manage Pests The UC Guide to Healthy Lawns | Index to contents | Acknowledgments | Related UC publications | References | Pythium blight (Grease spot) — Pythium spp. Photo by Ali Harivandi Photo by A. H. McCain Click on images to enlarge. Hosts All turfgrass species Symptoms Pythium blight infestations start out as small, circular spots of dead grass that run together as the infection spreads. When it is hot and conditions are favorable, this disease can spread rapidly in a 24-hour period. Infected leaf blades blacken and rapidly wither and later turn reddish-brown. Leaves lie flat, stick together, and appear greasy. Masses of white, cottony mycelia may appear. Pythium blight occurs in parts of the lawn where it is wet and often runs with the pattern of water drainage. Conditions favoring disease Pythium blight tends to develop in low spots that remain wet. Temperatures between 80° and 90°F favor disease development. High nitrogen levels also contribute to the disease. Prevention and management The key to preventing and managing Pythium blight is proper irrigation . Avoid overwatering and improve soil aeration and drainage. Do not mow when the leaf blades are wet and avoid applying excess nitrogen during hot, humid weather. Reduce shading. Fungicides are available but are usually not warranted in home lawns. For more information on lawn diseases, refer to: Pest Notes: Lawn Diseases: Prevention and Management Statewide IPM Program, Agriculture and Natural Resources, University of California All contents copyright © 2017 The Regents of the University of California. All rights reserved. For noncommercial purposes only, any Web site may link directly to this page. FOR ALL OTHER USES or more information, read Legal Notices . Unfortunately, we cannot provide individual solutions to specific pest problems. See our Home page , or in the U.S., contact your local Cooperative Extension office for assistance. Acknowledgements Staff-only pages Subscribe (RSS) Contact UC IPM Agriculture and Natural Resources, University of California © 2017 Regents of the University of California Division of Agriculture and Natural Resources Nondiscrimination Statement Accessibility Contact webmaster .",Pythiumspp.,Oomycete
all lawn grasses,"Notifications Loading... Close Account Settings Close Save Search search Search On this page In Brief Pest Notes: Introduction Life Cycle Identification and Management References Resources Publication Information In Brief Fungi such as mushrooms and puffballs can be a nuisance when growing in lawns. Mushrooms in lawns often grow from buried wood or dead plant roots. Removing mushrooms doesn’t kill the underground mycelium that forms the mushrooms. Be aware of what is growing on your lawn to prevent accidental ingestion of poisonous mushrooms by children or pets. Pest Notes: Introduction Mushrooms, sometimes called toadstools, are the visible reproductive (fruiting) structures of some types of fungi. Although the umbrella-shaped fruiting body is the most common and well known, mushrooms display a great variety of shapes, sizes, and colors. Some other fruiting bodies encountered in lawns include puffballs, stinkhorns, and bird's nests, descriptive names that reveal the diversity of forms among mushrooms. But regardless of shape, the purpose of all fruiting bodies is to house and then disseminate spores, the reproductive units of fungi. Many fungi, including most that cause lawn diseases, have very small fruiting bodies that are hardly noticeable, and they don't produce typical mushrooms or obvious fruiting structures. Most fungi in lawns are beneficial, because they decompose organic matter, thereby releasing nutrients that are then available for plant growth. This publication covers mushroom-producing fungi that are lawn management or nuisance problems but don't necessarily cause lawn diseases. Information on fungi and other pathogens that cause turfgrass diseases can be found in the University of California publications UC IPM Pest Management Guidelines: Turfgrass and Pest Notes: Lawn Diseases—Prevention and Management . Life Cycle Fungal fruiting structures release tiny spores that are easily carried on air currents to new sites. When spores reach a favorable place to grow, they germinate and send out long thin filaments called hyphae. Hyphae of some fungi decompose wood, fallen leaves, and other organic matter, absorbing a portion as food. Other fungi live in a beneficial association with plants, while others parasitize and cause diseases of plants. A single hypha is too small to be seen without magnification; however, in soil or beneath bark, groups of hyphae sometimes are visible as a mass of white or dark threadlike growth known as mycelium. When mycelium has developed sufficiently, fruiting bodies such as mushrooms can be produced. Fungi generally survive in soil for years and produce fruiting structures only when conditions are favorable, such as after periods of prolonged wet weather. Identification and Management Because mushrooms are merely the fruiting bodies of fungi, removing them doesn't kill the underground mycelia from which they are growing. Picking mushrooms, puffballs, stinkhorns, or other reproductive structures soon after they appear might prevent their spores from spreading to new sites. However, because most spores are windblown long distances, they can easily come into a lawn from neighboring areas. The primary reasons for removing mushrooms from lawns are to keep them away from children and pets and to improve a lawn's appearance. Fairy Rings Fairy ring fungi can cause circular or semicircular green bands of grass in a lawn. Rings can be 1 to 12 or more feet in diameter, and mushrooms might or might not be present. Fairy rings get their name from the ancient belief that mushrooms grew in circles where fairies danced. All grasses are susceptible to fairy rings, and several species of mushroom-producing fungi can be involved. Some common species that grow in fairy rings include Marasmius oreades, Chlorophyllum molybdites, and Agaricus campestris , among others. Fairy ring mushrooms around a circle of dark green turf. Credit: R. Michael Davis Sometimes the only effect of the fungus is to stimulate grass growth in arcs or circles; this growth is caused by the release of plant nutrients as the fungal hyphae decompose organic matter in the soil. In other cases the soil just inside the ring can become so permeated by the fungal growth that water penetration is hindered and the grass in that area grows poorly or dies. Wherever there is bare soil, weeds and undesirable grasses can become established. Fairy rings often continue to enlarge for many years, and as the ring expands, the older portions of the fungus in the center die. When the only effect of a fairy ring fungus is a ring of tall green grass, increasing fertilizer and irrigation in the surrounding lawn will usually mask these symptoms. If fairy ring has caused significant dying or dead areas of grass, lawn renovation might be required. If the grass isn't dead, it can reestablish itself if water penetration is improved by breaking up the dense fungal mat of mycelia. To improve penetration, remove cores of soil that are at least 1/4 to 1 inch in diameter and slightly deeper than the fungal mat. Determine the depth of the fungal mat by probing the lawn area with a trowel, shovel, or long screwdriver. If the mat is fewer than 3 inches thick, using a lawn aerator a few times a year might be sufficient to improve water penetration. Begin 2 feet outside the margin of the ring and work inward. Sweep or rake up the cores and remove them from the turfgrass. If the fungal mat is more than 3 inches thick, a lawn aerator might not be able to effectively remove infested soil cores of sufficient length. Also, lawn aerators might not be powerful enough to penetrate some soils. In these cases, a soil probe, small auger, or shovel might be needed to penetrate through and break up the fungal mat. Remove as much of the infested soil as possible and refill large holes with fresh soil that is relatively free of organic matter. After treatment, water until the soil is thoroughly wet. Be sure to wash the coring implement before using it in healthy lawn areas. Dead areas in tall fescue or other bunch-type lawns might need to be reseeded. Creeping grasses such as bermudagrass will eventually fill in. In general it is faster and more effective to manage fairy rings in the home lawn with the cultural practices mentioned above than with a fungicide. Fungicides containing azoxystrobin or flutolanil aren't readily available to the home gardener and require multiple applications and proper timing over a long period of time. Where complete eradication is desired, remove the soil and sod to at least a depth of 1 foot and 18 inches beyond the outside edge of the ring. Refill the trench with fresh soil and reseed the area. Be careful not to spill any infested soil on adjacent healthy areas. Other Mushrooms Mushrooms found in lawns often develop from buried scraps of construction lumber, dead tree roots, or other organic matter. The fungi that produce these mushrooms are beneficial, because they decompose organic matter in the soil, making nutrients available to other plants. These mushrooms are usually harmless to grasses, but some people consider them unsightly or want to get rid of them because young children play in the area. Remove mushrooms growing from buried wood or roots by picking the mushrooms as they appear or by digging out the wood. Mushrooms found in lawns often develop from buried scraps of construction lumber, dead tree roots, or other organic matter. Credit: Michelle Le Strange Sometimes you can eliminate mushrooms growing from organic matter or hasten decomposition of organic matter by applying nitrogen fertilizer at a rate of 1 pound of actual nitrogen per 1,000 square feet of lawn. The nitrogen should be readily available and not a slow-release or water-insoluble formulation. Examples include 5 pounds of ammonium sulfate (21-0-0) or special lawn fertilizers such as 6 pounds of 16-6-8 or 4 pounds of 27-3-4 per 1,000 square feet of lawn. Fertilization hastens decomposition of organic matter. Mushrooms in lawns are also commonly associated with overirrigation or poor drainage. Removing excess thatch and aerating the soil to improve water penetration in the lawn can help in some cases. Inky caps Inky caps , Coprinus species, are a common yet distinctive group of lawn mushrooms. They are so named because the cap of the mushroom decomposes into dark liquid resembling ink shortly after its appearance in the lawn. Newly emerged inky cap mushrooms, Coprinus comatus. Credit: R. Michael Davis Mycorrhizae Some beneficial fungi, known as mycorrhizal fungi, connect themselves to tree, shrub, and herbaceous plant roots. These fungi help plants absorb nutrients and water from the soil. The type of mycorrhizal fungi that grow in association with turf produce microscopic spores, while many mycorrhizal fungi of trees and some shrubs produce spore-bearing mushrooms. Hence, mushrooms produced by these fungi can sometimes appear in lawns if their host is nearby. Many landscape trees—particularly oaks, pines, and other conifers—can't grow or might grow poorly without the help of these fungal partners. Armillaria mellea This fungus often fruits from the base of a tree, from a tree stump, or in a lawn where a tree has been removed. It often produces clusters of honey-colored mushrooms in fall. Several hundred different trees and shrubs are attacked and killed by it. The mushrooms usually don't appear until the host tree is dead or in advanced stages of decline. For more information, see the Pest Notes: Armillaria Root Rot . Mushrooms in newly laid sod Mushrooms often appear in a new sod lawn during sod establishment. Common species of mushroom include Panaeolus foenisecii , which are small with slender stems, brown gills and spores, and cone heads, and Conocybe , which are small and light-colored with slender stems and smooth cone-shaped caps. Clitocybe species may also occur in new lawns. New sod lawns usually require frequent irrigations to become established, creating an ideal environment for the growth of mushrooms. The mushrooms don't harm the lawn and will disappear when irrigation is reduced. Mushrooms of the common lawn fungus, Clitocybe tarda. Credit: R. Michael Davis Other Fungal Reproductive Structures in the Lawn The following fungi don't cause real damage to a lawn but can be unsightly, foul-smelling, a concern for children and pets, or merely a curiosity. They aren't infectious or parasitic on lawns but live on decaying plant material. Stinkhorns Stinkhorn fungi produce a fruiting body that sticks up through the lawn; when mature, they resemble a giant finger or phallus. The tip of the stalk is covered by spores in a gooey slime that stinks. The terrible odor attracts flies and other insects, which pick up and spread the spores. Dig out or handpick the stinkhorns. Puffballs The fruiting body of puffball fungi is an enclosed ball that opens, or ruptures, to release thousands of spores when mature . In lawns, puffballs usually are an inch or less in size but can be larger. Most puffballs are creamy white on the inside and outside when young. At maturity the inside of the puffball is filled with dark-colored spores. This fungus doesn't require any management but may be removed to prevent children or pets from ingesting it. Bird's nests Bird's nest fungi produce fruiting bodies that resemble tiny nests with eggs. Though not eggs, these small spheres contain spores. Bird's nest fungi usually occur in groups that can be a few inches in diameter. This fungus doesn't typically require any management, as the fruiting bodies are small and don't normally attract pets or children. In any case, none is known to be toxic. Fruiting bodies of the bird's nest fungus, Nidula candida. Credit: R. Michael Davis Slime molds Slime molds aren't true fungi but primitive organisms that grow in similar environments. Although they sometimes occur in lawns, they are more common on mulch in landscaped areas. They form a gooey mass (plasmodium) that can look like vomit on the lawn surface. This substance can be various colors, but the common species, Fuligo septica , produces a yellow plasmodium that slowly moves across the lawn, especially at night. The mold eventually dries on the lawn surface and produces dusty masses of spores. Undisturbed slime molds usually disappear in a week or so, but damage to the lawn underneath might result from shading and suffocation. Remove slime molds by raking, mowing, or spraying with a stream of water from a hose. CAUTION: SOME MUSHROOMS ARE POISONOUS! Do not eat wild mushrooms or other fungal fruiting bodies unless you are well acquainted with the different species. Many species are poisonous, and ONLY an expert can distinguish between edible and poisonous species. There are no simple tests that can be used to identify poisonous mushrooms. Small children tend to put anything, including mushrooms, in their mouths, so remove all obvious fungal reproductive structures from the yard before allowing a child to play there. Pets also can be harmed by ingesting poisonous mushrooms. For more information on poisonous mushrooms in California, see the Bay Area Mycological Society Web site. Slime mold, Fuligo septica . Credit: R. Michael Davis The pesticide information on this page may become out of date as products and active ingredients change or become unavailable. Some of the pesticides listed are only available for use by licensed pesticide applicators. No endorsements of named products are intended, nor is criticism implied of products not mentioned. References Grebus, M. E., J. Hartin, F. Wong, and M. A. Harivandi. Sept. 2009. Diseases from UC IPM Pest Management Guidelines: Turfgrass . Oakland: Univ. Calif. Agric. Nat. Res. Publ. 3365-T. Hartin, J. S., P. Geisel, and M. A. Harivandi. Sept. 2011. Pest Notes: Lawn Diseases—Prevention and Management . Oakland: Univ. Calif. Agric. Nat. Res. Publ. 7497. Moore, W. S., C. S. Koehler, and A. H. McCain. 1998. Mushrooms in Lawn and Landscape. Oakland: Univ. Calif. Agric. Nat. Res. Publ. 21050. Resources About Pest Notes Glossary WARNING ON THE USE OF PESTICIDES List of other Pest Notes Publication Information Pest Notes : Mushrooms and Other Nuisance Fungi in Lawns UC ANR Publication 74100 Author(s) M. LeStrange (emeritus), UC Cooperative Extension Tulare County R.M. Davis (emeritus), Plant Pathology, UC Davis C.A. Frate (emeritus), UC Cooperative Extension Tulare County Technical Editor M.L. Flint (emeritus), UC IPM and Entomology, UC Davis Editor M.F. Fayard, UC IPM, Davis Home and Landscape: Instagram | Facebook Use Permissions and Citations | Nondiscrimination Statement | Acknowledgements | Accessibility | Privacy Statement | Staff-Only Page ©1996—2026 Statewide IPM Program, Agriculture and Natural Resources, University of California Regents of the University of California unless otherwise noted.",various,Fungus
all lawn grasses,"UC IPM Home HOME SEARCH ON THIS SITE What is IPM? Home & landscape pests Agricultural pests Natural environment pests Exotic & invasive pests Weed gallery Natural enemies gallery Weather, models & degree-days Pesticide information Research Publications Events & training Links Glossary About us Contact us Home & Garden > Lawn Guide > Manage Pests > Diseases > Nuisance fungi Printer-friendly version How to Manage Pests The UC Guide to Healthy Lawns | Index to contents | Acknowledgments | Related UC publications | References | Nuisance fungi Photo by R. Michael Davis Photo by R. Michael Davis Photo by R. Michael Davis Click on images to enlarge. Hosts All turfgrass species Symptoms Various types of mushrooms or other reproductive structures can appear in the lawn. Most do not damage grass but can be an indicator of overirrigation or excess thatch. Fairy ring mushrooms are associated with damage to turfgrass. Mushrooms in new sod: Mushrooms, such as Panaeolus foenisecii, often appear in sod soon after it is laid. Their growth is stimulated by the light frequent watering new lawns require. They will disappear when irrigation frequency is reduced. Dog vomit fungus and other slime molds: Slime molds form a gooey mass that may look like vomit on the lawn surface. Inky caps: The caps of these mushrooms decompose into dark liquid resembling ink. Stinkhorns: Stinkhorns resemble a giant finger. The tip of the stalk is covered with spores in a smelly, gooey slime that attracts flies and other insects. Puffballs: Puffballs are usually an inch or less in size and creamy white when young. When mature, the puffball releases thousands of dark-colored spores. Bird’s nests: Bird’s nest fungi produce fruiting bodies that resemble tiny nests with eggs. These egg-like structures contain spores. Conditions favoring disease Mushrooms found in lawns often develop from buried scraps of wood, dead tree roots, or other organic matter. Fungi generally survive in the soil for years and produce mushrooms or other fruiting structures only when conditions are favorable, such as after periods of prolonged wet weather. Overirrigation and poor soil drainage can also contribute to the development of mushrooms. Prevention and management Nuisance fungi are mostly beneficial because they decompose organic matter in the soil, making nutrients available to other plants. The mushrooms they produce are generally harmless to grasses but are unsightly and often poisonous. Remove mushrooms growing from buried wood or roots by picking them as they appear. Remove excess thatch and aerate the soil to improve water penetration. Follow recommended fertilizer and irrigation rates for your turf species. For more information on mushrooms in lawns, refer to: Pest Notes: Mushrooms and Other Nuisance Fungi in Lawns Statewide IPM Program, Agriculture and Natural Resources, University of California All contents copyright © 2017 The Regents of the University of California. All rights reserved. For noncommercial purposes only, any Web site may link directly to this page. FOR ALL OTHER USES or more information, read Legal Notices . Unfortunately, we cannot provide individual solutions to specific pest problems. See our Home page , or in the U.S., contact your local Cooperative Extension office for assistance. Acknowledgements Staff-only pages Subscribe (RSS) Contact UC IPM Agriculture and Natural Resources, University of California © 2017 Regents of the University of California Division of Agriculture and Natural Resources Nondiscrimination Statement Accessibility Contact webmaster .",various,Fungus
all lawn grasses,"UC IPM Home HOME SEARCH ON THIS SITE What is IPM? Home & landscape pests Agricultural pests Natural environment pests Exotic & invasive pests Weed gallery Natural enemies gallery Weather, models & degree-days Pesticide information Research Publications Events & training Links Glossary About us Contact us Home & Garden > Lawn Guide > Manage Pests > Diseases > Powdery mildew Printer-friendly version How to Manage Pests The UC Guide to Healthy Lawns | Index to contents | Acknowledgments | Related UC publications | References | Powdery mildew — Erysiphe graminis Photo by A. H. McCain Click on image to enlarge. Hosts All turfgrass species, but Kentucky bluegrass and perennial ryegrass are most susceptible Symptoms Leaf surfaces are covered with a grayish white powdery growth. Isolated patches may spread to larger areas of the lawn. Leaf blades may turn pale yellow in later stages of the disease. Conditions favoring disease Cool temperatures (about 65°F), high humidity, and poor air circulation favor the development of powdery mildew. The disease is most severe in shady areas. Prevention and management Reduce shade and improve soil aeration . In areas where powdery mildew is a problem, plant less susceptible species. Follow proper irrigation and fertilization recommendations for your turf species. Mow at the high end of the recommended height for your species. Fungicides are usually not warranted. For more information on lawn diseases, refer to: Pest Notes: Lawn Diseases: Prevention and Management Statewide IPM Program, Agriculture and Natural Resources, University of California All contents copyright © 2017 The Regents of the University of California. All rights reserved. For noncommercial purposes only, any Web site may link directly to this page. FOR ALL OTHER USES or more information, read Legal Notices . Unfortunately, we cannot provide individual solutions to specific pest problems. See our Home page , or in the U.S., contact your local Cooperative Extension office for assistance. Acknowledgements Staff-only pages Subscribe (RSS) Contact UC IPM Agriculture and Natural Resources, University of California © 2017 Regents of the University of California Division of Agriculture and Natural Resources Nondiscrimination Statement Accessibility Contact webmaster .",Erysiphe graminis,Fungus
all lawn grasses,"UC IPM Home HOME SEARCH ON THIS SITE What is IPM? Home & landscape pests Agricultural pests Natural environment pests Exotic & invasive pests Weed gallery Natural enemies gallery Weather, models & degree-days Pesticide information Research Publications Events & training Links Glossary About us Contact us Home & Garden > Lawn Guide > Manage Pests > Diseases > Pythium blight (Grease spot). Printer-friendly version How to Manage Pests The UC Guide to Healthy Lawns | Index to contents | Acknowledgments | Related UC publications | References | Pythium blight (Grease spot) — Pythium spp. Photo by Ali Harivandi Photo by A. H. McCain Click on images to enlarge. Hosts All turfgrass species Symptoms Pythium blight infestations start out as small, circular spots of dead grass that run together as the infection spreads. When it is hot and conditions are favorable, this disease can spread rapidly in a 24-hour period. Infected leaf blades blacken and rapidly wither and later turn reddish-brown. Leaves lie flat, stick together, and appear greasy. Masses of white, cottony mycelia may appear. Pythium blight occurs in parts of the lawn where it is wet and often runs with the pattern of water drainage. Conditions favoring disease Pythium blight tends to develop in low spots that remain wet. Temperatures between 80° and 90°F favor disease development. High nitrogen levels also contribute to the disease. Prevention and management The key to preventing and managing Pythium blight is proper irrigation . Avoid overwatering and improve soil aeration and drainage. Do not mow when the leaf blades are wet and avoid applying excess nitrogen during hot, humid weather. Reduce shading. Fungicides are available but are usually not warranted in home lawns. For more information on lawn diseases, refer to: Pest Notes: Lawn Diseases: Prevention and Management Statewide IPM Program, Agriculture and Natural Resources, University of California All contents copyright © 2017 The Regents of the University of California. All rights reserved. For noncommercial purposes only, any Web site may link directly to this page. FOR ALL OTHER USES or more information, read Legal Notices . Unfortunately, we cannot provide individual solutions to specific pest problems. See our Home page , or in the U.S., contact your local Cooperative Extension office for assistance. Acknowledgements Staff-only pages Subscribe (RSS) Contact UC IPM Agriculture and Natural Resources, University of California © 2017 Regents of the University of California Division of Agriculture and Natural Resources Nondiscrimination Statement Accessibility Contact webmaster .",Pythiumspp.,Oomycete
all lawn grasses,"UC IPM Home HOME SEARCH ON THIS SITE What is IPM? Home & landscape pests Agricultural pests Natural environment pests Exotic & invasive pests Weed gallery Natural enemies gallery Weather, models & degree-days Pesticide information Research Publications Events & training Links Glossary About us Contact us Home & Garden > Lawn Guide > Manage Pests > Diseases > Rust Printer-friendly version How to Manage Pests The UC Guide to Healthy Lawns | Index to contents | Acknowledgments | Related UC publications | References | Rust — Puccinia striiformis, P. graminis, P. coronata, and Uromyces spp. Photo by A. H. McCain Click on image to enlarge. Hosts Annual bluegrass (a common weed in turf), Kentucky bluegrass , perennial ryegrass , tall fescue Symptoms Affected leaves and stems turn yellow and are covered with reddish-brown pustules with dusty spores. The yellow spots start small but the entire leaf may soon turn yellow. The entire turf may take on a rusty color and look thin and weak. Orange spores rub off when leaves are handled. Conditions favoring disease Moderately warm air temperatures (70° to 75°F) and extended periods of leaf wetness favor the development of rust. Turf that is deficient in nitrogen is more susceptible to disease development. Prevention and management Maintain turfgrass vigor by following proper irrigation and fertilization requirements for your turf species. Mow regularly and remove the clippings to reduce the number of spores if the lawn is infected . Rust can be managed by following proper cultural practices, and fungicides should not be needed. For more information on lawn diseases, refer to: Pest Notes: Lawn Diseases: Prevention and Management Statewide IPM Program, Agriculture and Natural Resources, University of California All contents copyright © 2017 The Regents of the University of California. All rights reserved. For noncommercial purposes only, any Web site may link directly to this page. FOR ALL OTHER USES or more information, read Legal Notices . Unfortunately, we cannot provide individual solutions to specific pest problems. See our Home page , or in the U.S., contact your local Cooperative Extension office for assistance. Acknowledgements Staff-only pages Subscribe (RSS) Contact UC IPM Agriculture and Natural Resources, University of California © 2017 Regents of the University of California Division of Agriculture and Natural Resources Nondiscrimination Statement Accessibility Contact webmaster .",Pucciniaspp.,Fungus
